,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,Puerto Nariño,-3.7703,-70.3831,86.4,66,97,2.04,CO,1666201152
286,Charleston,32.7766,-79.9309,61.02,42,0,11.5,US,1666200986
287,Makkah al Mukarramah,21.4267,39.8261,83.07,50,0,2.57,SA,1666201111
288,Sabla,12.7525,4.7077,87.76,20,87,5.77,NG,1666201153
289,Mossamedes,-15.1961,12.1522,72.23,78,0,23.02,AO,1666201153
290,Dekar,-21.5333,21.9333,80.71,31,83,5.77,BW,1666201154
291,Arman',59.7,150.1667,19.96,58,69,8.34,RU,1666201154
292,Biryusinsk,55.9634,97.8235,31.75,94,65,4.88,RU,1666201155
293,Taltal,-25.4,-70.4833,64.24,61,15,7.58,CL,1666201155
294,Amapá,1.0,-52.0,88.3,51,100,7.31,BR,1666201156
295,Tautira,-17.7333,-149.15,77.41,79,9,12.35,PF,1666201156
296,Marystown,47.1666,-55.1483,59.32,81,48,13.98,CA,1666201157
297,Russell,32.3502,-85.1999,59.97,27,0,13.8,US,1666201158
298,Moranbah,-22.0016,148.0466,70.63,83,88,3.87,AU,1666201158
299,Vikulovo,56.8167,70.6107,40.05,86,100,7.23,RU,1666201159
300,Kiunga,-6.1219,141.2906,72.46,99,100,2.19,PG,1666201160
301,Yangi Marg`ilon,40.4272,71.7189,45.32,76,92,4.61,UZ,1666201161
302,Muscat,23.6139,58.5922,82.42,37,70,6.51,OM,1666201162
303,Erzurum Province,40.0,41.5,49.68,66,38,4.81,TR,1666201076
304,Uvat,59.1433,68.8953,39.36,95,100,7.36,RU,1666201162
305,Mikasa,43.251,141.9043,43.3,79,100,5.06,JP,1666201163
306,Amazar,53.858,120.875,25.93,89,10,2.8,RU,1666201164
307,Torbay,47.6666,-52.7314,61.75,88,75,9.22,CA,1666201165
308,Aasiaat,68.7098,-52.8699,27.86,73,86,18.48,GL,1666201165
309,Kouango,4.9934,19.9619,74.34,92,50,3.38,CF,1666201165
310,Shingū,33.7333,135.9833,53.28,66,0,5.95,JP,1666201166
311,Agen,44.2,0.6333,73.49,68,0,11.5,FR,1666201166
312,Yining,29.0361,114.5636,51.04,49,62,1.79,CN,1666201167
313,Biloela,-24.4167,150.5,67.55,94,100,5.91,AU,1666201168
314,Damāvand,35.7178,52.065,50.85,71,1,1.05,IR,1666201168
315,Olavarría,-36.8927,-60.3225,78.69,28,42,9.22,AR,1666201169
316,Horishni Plavni,49.0097,33.6455,51.08,78,77,4.74,UA,1666201170
317,Guerrero Negro,27.9769,-114.0611,81.05,46,3,5.88,MX,1666201170
318,Marzuq,14.4,46.4667,73.49,25,32,3.2,YE,1666201171
319,Northam,51.0333,-4.2167,64.38,84,100,24.56,GB,1666201172
320,Salinas,36.6777,-121.6555,90.82,29,0,14.97,US,1666201172
321,Ust'-Ordynskiy,52.805,104.7508,36.88,97,100,3.85,RU,1666201174
322,Maués,-3.3836,-57.7186,94.14,43,99,4.88,BR,1666201174
323,Uvinza,-5.1036,30.3911,72.86,72,98,2.66,TZ,1666201174
324,Kaputa,-8.4689,29.6619,79.39,48,54,3.02,ZM,1666201175
325,Namatanai,-3.6667,152.4333,78.84,77,98,6.89,PG,1666201175
326,Ostrovnoy,68.0531,39.5131,38.25,96,100,31.03,RU,1666201177
327,Bubaque,11.2833,-15.8333,84.0,67,24,4.47,GW,1666201178
328,Ukiah,39.1502,-123.2078,83.05,37,0,0.98,US,1666200426
329,Petropavlovsk-Kamchatskiy,53.0452,158.6483,32.59,60,40,6.71,RU,1666201178
330,Mahon,39.8885,4.2658,72.16,88,20,3.44,ES,1666201179
331,Grand Baie,-20.0182,57.5802,72.07,73,49,4.0,MU,1666201180
332,Chara,56.9064,118.2631,26.4,78,98,1.39,RU,1666201181
333,Constitución,-35.3333,-72.4167,60.51,68,3,9.75,CL,1666201181
334,Panguna,-6.3164,155.4848,66.27,93,82,1.81,PG,1666201182
335,Mayor Pablo Lagerenza,-19.9309,-60.7718,92.52,40,59,9.08,PY,1666201182
336,Kinsale,51.7075,-8.5306,58.37,94,100,19.57,IE,1666201183
337,Belyy Yar,53.6039,91.3903,39.09,83,0,6.71,RU,1666201183
338,Mareeba,-17.0,145.4333,73.44,94,46,0.89,AU,1666201184
339,Santa Cruz de la Sierra,-17.8,-63.1667,86.05,58,40,13.8,BO,1666201087
340,Lima Duarte,-21.8425,-43.7931,73.56,74,100,5.32,BR,1666201184
341,West Wendover,40.7391,-114.0733,54.61,33,0,5.75,US,1666200946
342,Kaset Sombun,16.2805,101.9542,67.23,81,2,2.73,TH,1666201185
343,Tommot,58.9564,126.2925,26.26,90,99,11.1,RU,1666201185
344,St. George's,12.0564,-61.7485,87.48,74,20,20.71,GD,1666201186
345,Bambanglipuro,-7.95,110.2833,76.35,91,100,3.74,ID,1666201186
346,Brovary,50.5,30.7667,52.88,93,92,14.25,UA,1666201187
347,Teguise,29.0605,-13.564,73.62,69,20,17.27,ES,1666201187
348,Mbandaka,0.0487,18.2603,71.53,97,100,5.12,CD,1666201187
349,Vestmannaeyjar,63.4427,-20.2734,43.79,93,75,8.05,IS,1666201188
350,Tamandaré,-8.7597,-35.1047,80.24,62,18,10.67,BR,1666201188
351,Tortolì,39.9256,9.6572,67.82,83,75,5.75,IT,1666201189
352,Denia,38.8408,0.1057,74.84,83,99,5.99,ES,1666201189
353,Suslovo,56.2167,88.1167,36.99,94,100,7.54,RU,1666201190
354,Asău,46.4333,26.4,54.52,84,84,2.53,RO,1666201190
355,Aykhal,66.0,111.5,16.34,91,95,6.78,RU,1666201191
356,Beringovskiy,63.05,179.3167,37.2,81,51,7.4,RU,1666201192
357,Duxbury,42.0418,-70.6723,58.55,50,20,18.41,US,1666201192
358,Rincon,32.296,-81.2354,60.91,37,20,8.05,US,1666201193
359,Comarapa,-17.9,-64.4833,68.4,64,56,8.81,BO,1666201193
360,Olinda,-8.0089,-34.8553,82.13,65,40,13.8,BR,1666201194
361,Merrill,45.1805,-89.6835,40.15,60,40,10.36,US,1666201195
362,Constantine,36.365,6.6147,78.21,29,0,6.91,DZ,1666201196
363,Cortona,43.2745,11.9871,66.07,66,0,4.74,IT,1666201196
364,Husavik,66.0449,-17.3389,35.11,78,96,10.11,IS,1666201197
365,Portland,45.5234,-122.6762,61.45,84,0,5.01,US,1666200357
366,Waingapu,-9.6567,120.2641,80.56,80,97,1.86,ID,1666201198
367,São Filipe,14.8961,-24.4956,80.13,80,60,9.01,CV,1666201198
368,Byron Bay,-28.65,153.6167,64.71,90,100,7.76,AU,1666201199
369,Birjand,32.8663,59.2211,63.07,34,0,6.91,IR,1666201199
370,Yārāda,17.65,83.2667,82.72,83,20,2.3,IN,1666201200
371,Klaksvík,62.2266,-6.589,43.72,71,14,8.28,FO,1666201200
372,Geraldton,-28.7667,114.6,61.21,88,100,5.75,AU,1666201201
373,Tonj,7.2737,28.6822,77.31,77,68,4.32,SS,1666201202
374,Rantepao,-2.9701,119.8978,66.65,96,98,2.01,ID,1666201203
375,Tigil',57.8,158.6667,22.8,93,97,8.32,RU,1666201205
376,Salalah,17.0151,54.0924,80.69,54,0,3.44,OM,1666201206
377,Corbu,44.3833,28.65,60.13,63,0,6.91,RO,1666201207
378,Den Helder,52.9599,4.7593,52.97,83,100,14.0,NL,1666201207
379,Bima,-8.4667,118.7167,79.03,83,100,1.45,ID,1666201208
380,Raudeberg,61.9875,5.1352,42.96,68,100,3.65,NO,1666201210
381,Tazovsky,67.4667,78.7,36.82,92,100,17.81,RU,1666201212
382,Inhambane,-23.865,35.3833,76.98,73,40,4.61,MZ,1666201214
383,Takapau,-40.0333,176.35,49.73,72,82,9.13,NZ,1666201216
384,Yumen,40.2833,97.2,48.58,17,75,3.74,CN,1666201217
385,Kayerkan,69.3497,87.7602,33.53,100,100,22.15,RU,1666201217
386,Kismayo,-0.3582,42.5454,77.34,79,8,13.71,SO,1666201218
387,Faanui,-16.4833,-151.75,77.34,77,12,5.79,PF,1666201219
388,Labuhan,-6.8844,112.2051,78.3,87,97,5.55,ID,1666201219
389,Sørland,67.667,12.6934,47.32,77,100,10.11,NO,1666201220
390,Lima,-12.0432,-77.0282,62.85,68,100,9.22,PE,1666201193
391,Ürümqi,43.801,87.6005,40.15,93,0,2.24,CN,1666201221
392,Srednekolymsk,67.45,153.6833,12.38,93,100,20.94,RU,1666201221
393,Zhigansk,66.7697,123.3711,15.03,95,98,6.71,RU,1666201222
394,Kuloy,61.0305,42.4925,37.69,82,73,5.46,RU,1666201223
395,Mount Gambier,-37.8333,140.7667,51.71,93,100,9.22,AU,1666201147
396,Sibolga,1.7427,98.7792,75.63,87,81,2.77,ID,1666201223
397,Mutare,-18.9707,32.6709,68.0,53,100,8.1,ZW,1666201224
398,Mo i Rana,66.3128,14.1428,45.07,93,75,8.05,NO,1666201225
399,San Patricio,28.017,-97.5169,70.54,24,2,8.5,US,1666201225
400,Golubitskaya,45.3222,37.2822,52.21,77,1,6.08,RU,1666201227
401,Korla,41.7597,86.1469,54.88,33,75,13.35,CN,1666201227
402,Rongcheng,30.634,117.8517,49.87,73,48,3.47,CN,1666201228
403,Agirish,61.9247,63.0231,36.75,85,92,8.19,RU,1666201229
404,Las Palmas,28.4204,-14.0131,74.19,78,0,16.11,ES,1666201230
405,Ponta Delgada,37.7333,-25.6667,66.92,68,20,25.32,PT,1666201230
406,George Town,5.4112,100.3354,80.53,88,40,13.0,MY,1666201231
407,Yeppoon,-23.1333,150.7333,69.58,94,100,9.15,AU,1666201231
408,Itabirito,-20.2533,-43.8014,86.77,30,60,5.91,BR,1666201232
409,Balsas,-7.5325,-46.0356,101.98,17,38,8.72,BR,1666201072
410,Shuangcheng,45.35,126.2833,42.48,55,31,11.74,CN,1666201234
411,Bokoro,12.3807,17.0568,90.86,20,37,7.36,TD,1666201234
412,Jinchang,38.4953,102.1739,53.76,30,100,4.47,CN,1666201236
413,Arawa,-6.2132,155.5367,75.2,87,81,2.8,PG,1666201236
414,Podosinovets,60.2776,47.0659,36.45,85,65,5.32,RU,1666201237
415,Tilichiki,60.4667,166.1,25.12,85,93,7.49,RU,1666201237
416,Sola,-13.8833,167.55,81.14,77,38,18.5,VU,1666201238
417,Guerrero,17.6667,-100.0,75.0,67,99,4.47,MX,1666201238
418,Zhanakorgan,43.9098,67.2495,48.61,37,54,6.58,KZ,1666201239
419,Morros,-9.4467,-46.3003,102.42,14,38,3.22,BR,1666201240
420,Nome,64.5011,-165.4064,35.67,81,100,11.5,US,1666201241
421,Saint George,37.1041,-113.5841,71.44,27,0,3.44,US,1666201008
422,Newtownards,54.5924,-5.6909,52.54,90,100,5.99,GB,1666201129
423,Tanout,14.9709,8.8879,86.95,16,33,8.93,NE,1666201242
424,Mitchell,43.7094,-98.0298,55.11,17,0,8.05,US,1666201243
425,Kununurra,-15.7667,128.7333,80.58,83,73,4.61,AU,1666201105
426,Isabela,6.7085,121.9711,78.46,85,100,2.75,PH,1666201177
427,Karpogory,64.0019,44.4451,34.84,83,98,8.14,RU,1666201244
428,Kilindoni,-7.9139,39.6668,76.77,73,27,16.33,TZ,1666201244
429,Prescott,34.54,-112.4685,67.21,34,0,6.91,US,1666201244
430,Española,35.9911,-106.0806,63.59,50,0,1.01,US,1666201015
431,Harlingen,26.1906,-97.6961,75.11,30,0,17.27,US,1666201245
432,Muros,42.7762,-9.0603,63.84,79,30,16.78,ES,1666201246
433,Elizabeth City,36.2946,-76.2511,59.02,45,0,12.66,US,1666201246
434,Ayagoz,47.9714,80.4392,40.51,53,100,6.98,KZ,1666201247
435,Panabá,21.2833,-88.2667,73.67,90,100,12.39,MX,1666201247
436,Talakan,50.3167,130.3667,33.64,68,83,3.18,RU,1666201248
437,Pangkalanbuun,-2.6833,111.6167,74.71,99,100,1.86,ID,1666201248
438,New Plymouth,-39.0667,174.0833,51.8,93,71,15.41,NZ,1666201249
439,Machalí,-34.1833,-70.6667,65.48,45,40,10.36,CL,1666201250
440,Voi,-3.3945,38.563,72.03,73,83,10.98,KE,1666201251
441,El Bordo,2.117,-76.9821,81.64,63,87,1.83,CO,1666201251
442,Puerto del Rosario,28.5004,-13.8627,76.75,78,0,16.11,ES,1666201252
443,Whitehorse,60.7161,-135.0538,43.57,88,75,17.27,CA,1666201252
444,Raja,8.4596,25.678,75.81,69,42,4.36,SS,1666201253
445,Gaoual,11.75,-13.2,84.88,71,86,2.86,GN,1666201253
446,Novo Cruzeiro,-17.4681,-41.8753,81.19,38,57,5.59,BR,1666201255
447,Nurlat,54.4277,50.8051,42.76,91,100,2.37,RU,1666201255
448,Narrabri,-30.3167,149.7833,66.52,87,100,8.99,AU,1666201256
449,Alyangula,-13.8483,136.4192,81.52,77,70,9.8,AU,1666201256
450,Thessalon,46.2501,-83.5666,32.29,92,100,13.49,CA,1666201257
451,Kaeo,-35.1,173.7833,47.32,93,85,5.75,NZ,1666201258
452,Arrondissement d'Arcachon,44.5875,-1.0519,73.72,78,0,1.14,FR,1666201258
453,São Francisco,-15.9486,-44.8644,100.78,15,13,3.13,BR,1666201259
454,Hamilton,39.1834,-84.5333,52.75,54,20,12.66,US,1666201007
455,Salta,-24.7859,-65.4117,78.58,50,40,8.05,AR,1666201260
456,Diego de Almagro,-26.3667,-70.05,75.49,12,0,12.84,CL,1666201260
457,Katherine,-14.4667,132.2667,75.52,88,40,4.61,AU,1666201260
458,Santa Cruz Cabrália,-16.2781,-39.0247,80.83,65,75,13.8,BR,1666201012
459,Springbok,-29.6643,17.8865,68.04,51,5,5.93,ZA,1666201261
460,Chulym,55.0997,80.9572,41.2,77,100,12.17,RU,1666201262
461,Solnechnyy,50.7214,136.6319,34.12,66,69,3.44,RU,1666201263
462,Wawa,9.9022,4.4192,79.77,52,5,2.73,NG,1666201264
463,Litovko,49.2361,135.1742,38.23,60,100,8.25,RU,1666201264
464,Garoowe,8.4054,48.4845,82.6,52,79,16.13,SO,1666201265
465,Sol'vychegodsk,61.3305,46.9156,37.13,79,98,7.0,RU,1666201266
466,Paamiut,61.994,-49.6678,34.36,77,100,24.32,GL,1666201266
467,Karpathos,35.507,27.2132,66.16,77,20,18.41,GR,1666201267
468,Agde,43.3108,3.4758,69.66,97,100,8.05,FR,1666201269
469,Encs,48.3333,21.1333,53.92,52,88,10.22,HU,1666201270
470,Vostok,46.4856,135.8833,28.78,72,20,6.02,RU,1666201270
471,Abu Dhabi,24.4667,54.3667,87.91,66,0,5.75,AE,1666201172
472,Wamba,8.9333,8.6,77.7,72,31,1.03,NG,1666201274
473,Ilovlya,49.3033,43.9796,53.26,44,100,8.1,RU,1666201275
474,Pangoa,-12.1167,-73.0,89.92,40,87,5.41,PE,1666201275
475,Batangafo,7.3008,18.2833,73.81,91,98,2.01,CF,1666201276
476,Knysna,-34.0363,23.0471,71.24,78,34,5.19,ZA,1666201277
477,Zhengjiatun,43.5064,123.5064,47.82,88,11,11.54,CN,1666201277
478,Ola,59.5833,151.2833,23.16,51,98,19.19,RU,1666201278
479,Okha,53.5739,142.9478,36.82,83,43,11.43,RU,1666201279
480,Pāsighāt,28.0667,95.3333,68.29,78,0,3.24,IN,1666201280
481,Gladstone,-23.85,151.25,71.53,88,40,9.22,AU,1666201201
482,Osorno,-40.5667,-73.15,70.25,59,0,2.3,CL,1666201281
483,Itupiranga,-5.1347,-49.3267,95.32,36,48,2.62,BR,1666201129
484,Saint Paul Harbor,57.79,-152.4072,35.11,80,0,5.75,US,1666201282
485,Ilām,26.9167,87.9167,56.41,78,0,6.71,NP,1666201282
486,Yerbogachën,61.2767,108.0108,27.25,84,80,7.56,RU,1666201283
487,Gari,59.4307,62.3497,34.93,87,83,5.86,RU,1666201283
488,Champerico,14.3,-91.9167,88.34,74,39,18.59,GT,1666201284
489,Aksarka,66.5606,67.7975,37.67,82,100,13.58,RU,1666201285
490,Saint-Augustin,51.226,-58.6502,57.11,68,69,11.81,CA,1666201286
491,Rocha,-34.4833,-54.3333,70.16,69,71,13.2,UY,1666201286
492,Juegang,32.3174,121.1855,58.91,68,3,8.25,CN,1666201098
493,Anito,12.4497,125.2886,77.7,91,100,4.97,PH,1666201287
494,Waipawa,-41.4122,175.5153,44.04,78,61,5.28,NZ,1666201288
495,San Nicolas,18.1725,120.5953,76.3,92,100,11.56,PH,1666201288
496,Storforshei,66.4043,14.5233,44.38,87,75,8.05,NO,1666201289
497,Anadyr,64.75,177.4833,37.9,93,75,13.42,RU,1666201289
498,Tūkrah,32.5341,20.5791,70.86,65,14,8.97,LY,1666201290
499,Rivière-du-Loup,47.8304,-69.5342,50.27,93,100,1.14,CA,1666201291
500,Bridlington,54.0831,-0.1919,54.9,83,100,20.24,GB,1666201292
501,Ahipara,-35.1667,173.1667,54.39,73,79,13.44,NZ,1666201293
502,Caxito,-8.5785,13.6643,77.79,78,46,7.99,AO,1666201293
503,Kendari,-3.945,122.4989,77.11,89,100,1.77,ID,1666201293
504,Kabare,-2.4683,28.8242,62.83,95,98,3.76,CD,1666201294
505,Grand-Santi,4.25,-54.3833,90.19,48,71,3.22,GF,1666201296
506,Atasū,48.6814,71.6433,45.57,45,100,24.7,KZ,1666201080
507,Abu Kamal,34.4506,40.9171,82.06,18,41,5.1,SY,1666201297
508,Candolim,15.5181,73.7626,80.29,80,99,1.03,IN,1666201298
509,Arrondissement d'Ajaccio,42.0,8.9167,62.58,77,0,2.3,FR,1666201299
510,Pionki,51.476,21.4499,47.34,58,63,10.63,PL,1666201299
511,Paita,-5.0892,-81.1144,70.38,67,98,16.49,PE,1666201300
512,Todos Santos,23.45,-110.2167,85.3,69,44,6.02,MX,1666201300
513,Fougamou,-1.2154,10.5838,73.9,95,93,1.16,GA,1666201301
514,Svetlaya,46.5389,138.3297,42.28,58,72,9.4,RU,1666201301
515,Peremyshlyany,49.6652,24.5585,46.87,84,77,14.94,UA,1666201302
516,Tuatapere,-46.1333,167.6833,40.62,88,97,5.61,NZ,1666201302
517,Bozoum,6.3193,16.3799,69.67,94,92,4.27,CF,1666201303
518,Mugumu,-1.85,34.7,66.34,78,100,3.58,TZ,1666201303
519,Emba,48.8264,58.1442,53.01,48,100,16.6,KZ,1666201304
520,Margate,51.3813,1.3862,61.3,82,71,5.99,GB,1666201304
521,Havøysund,70.9963,24.6622,37.63,62,100,29.64,NO,1666201304
522,Talcahuano,-36.7167,-73.1167,55.08,88,100,8.05,CL,1666201305
523,Shache,38.4167,77.2406,53.71,22,97,16.62,CN,1666201305
524,Port Keats,-14.25,129.55,82.4,77,25,7.09,AU,1666201306
525,Tungor,53.3808,142.9564,34.03,85,55,11.1,RU,1666201306
526,Pringsewu,-5.3582,104.9744,74.43,93,100,5.26,ID,1666201307
527,Santiago de Cao,-7.9589,-79.2392,62.73,82,40,13.8,PE,1666201307
528,Daitari,21.1,85.75,70.43,87,1,2.28,IN,1666201308
529,Gamba,-2.65,10.0,77.34,84,95,7.78,GA,1666201309
530,Aleksandrów Kujawski,52.8766,18.6935,45.48,90,24,7.09,PL,1666201309
531,Lewistown,40.5992,-77.5714,49.15,79,100,11.5,US,1666201310
532,Port Lincoln,-34.7333,135.8667,56.59,90,20,9.42,AU,1666201310
533,São João da Barra,-21.6403,-41.0511,80.69,77,69,20.29,BR,1666201311
534,Baykit,61.67,96.37,33.39,87,100,2.66,RU,1666201311
535,Grand Gaube,-20.0064,57.6608,72.0,73,51,4.0,MU,1666201312
536,Arlit,18.7369,7.3853,87.55,15,0,8.3,NE,1666201312
537,Mayumba,-3.432,10.6554,77.9,83,78,7.52,GA,1666201313
538,Shelburne,44.0787,-80.2041,42.91,78,73,13.82,CA,1666201313
539,Ankpa,7.3706,7.6253,76.19,81,89,2.42,NG,1666201314
540,Ibrā’,22.6906,58.5334,76.59,29,61,1.41,OM,1666201314
541,Coahuayana Viejo,18.7333,-103.6833,84.58,69,100,3.67,MX,1666201315
542,Escárcega,18.6089,-90.7454,77.92,93,94,3.02,MX,1666201315
543,Mehamn,71.0357,27.8492,39.11,70,75,27.63,NO,1666201315
544,Datong,40.0936,113.2914,49.08,33,71,2.62,CN,1666201316
545,Ust-Tsilma,65.441,52.1498,33.35,90,100,7.63,RU,1666201316
546,Acarigua,9.5545,-69.1956,88.18,56,46,4.18,VE,1666201317
547,Alakurtti,66.9672,30.3491,36.99,89,99,14.47,RU,1666201318
548,Nemuro,43.3236,145.575,47.57,68,67,8.34,JP,1666201318
549,Poggiomarino,40.8031,14.539,70.7,90,0,0.13,IT,1666201318
550,Lingyuan,41.24,119.4011,47.26,47,1,6.29,CN,1666201319
551,Río Gallegos,-51.6226,-69.2181,57.25,33,40,5.75,AR,1666201039
552,Mpongwe,-13.5091,28.155,75.65,26,78,7.7,ZM,1666201320
553,Magangué,9.242,-74.7547,84.24,76,98,4.0,CO,1666201320
554,Kiama,-34.6833,150.8667,62.58,90,100,1.01,AU,1666201321
555,Lerwick,60.1545,-1.1494,44.6,65,95,6.08,GB,1666201321
556,Nhulunbuy,-12.2333,136.7667,77.61,88,68,0.0,AU,1666201322
557,Edéia,-17.3383,-49.9314,98.65,19,18,10.16,BR,1666201324
558,Victor Harbor,-35.5667,138.6167,59.0,89,90,9.73,AU,1666201324
559,Sioux Lookout,50.1001,-91.917,39.27,56,75,9.22,CA,1666201325
560,Milos,36.75,24.4333,65.52,63,20,10.16,GR,1666201326
561,Kewanee,41.2456,-89.9248,44.8,20,7,13.47,US,1666201327
562,Kaili,-3.4626,120.2147,66.85,90,100,3.31,ID,1666201328
563,Gemeente Geldermalsen,51.8667,5.2833,55.06,82,100,5.99,NL,1666201328
564,Am Timan,11.0297,20.2827,82.35,49,35,1.07,TD,1666201330
565,Gujan-Mestras,44.6333,-1.0667,72.07,78,0,2.3,FR,1666201331
566,Tiznit Province,29.5833,-9.5,80.51,27,92,1.95,MA,1666201332
567,Aksha,50.2814,113.2867,40.21,62,100,2.1,RU,1666201333
568,Barcelona,41.3888,2.159,76.82,79,20,9.22,ES,1666200682
569,Pundaguitan,6.3711,126.1689,82.49,75,83,3.36,PH,1666201333
570,Marawi,7.9986,124.2928,69.82,93,98,4.0,PH,1666201335
571,Quba,41.3626,48.5152,63.41,33,63,6.93,AZ,1666201336
